TIME,27.7576,30.2811,32.8045,35.3279,37.8513,40.3748,42.8982,45.4216,47.945,50.4684,52.9919,55.5153,58.0387,60.5621,63.0856,65.609,68.1324,70.6558,73.1792,75.7027,78.2261,80.7495,83.2729,85.7964,88.3198,90.8432,93.3666,95.89,98.4135,100.937,103.46,105.984,108.507,111.031,113.554,116.077,118.601,121.124,123.648,126.171,128.695,131.218,133.741,136.265,138.788,141.312,143.835,146.358,148.882,151.405,153.929,156.452,158.976,161.499,164.022,166.546,169.069,171.593,174.116,176.64,179.163,181.686,184.21,186.733,189.257,191.78,194.304,196.827,199.35,201.874,204.397,206.921,209.444,211.967,214.491,217.014,219.538,222.061,224.585,227.108,229.631,232.155,234.678,237.202,239.725,242.249,244.772,247.295,249.819,252.342,254.866,257.389,259.912,262.436,264.959,267.483,270.006,272.53,275.053,277.576,280.1,282.623,285.147,287.67,290.194,292.717,295.24,297.764,300.287,302.811,305.334,307.858,310.381,312.904,315.428,317.951,320.475,322.998,325.521,328.045,330.568,333.092,335.615,338.139,340.662,343.185,345.709,348.232,350.756,353.279,355.803,358.326,360.849,363.373,365.896,368.42,370.943,373.466,375.99,378.513,381.037,383.56,386.084,388.607,391.13,393.654,396.177,398.701,401.224,403.748,406.271,408.794,411.318,413.841,416.365,418.888,421.411,423.935,426.458,428.982,431.505,434.029,436.552,439.075,441.599,444.122,446.646,449.169,451.693,454.216,456.739,459.263,461.786,464.31,466.833,469.357,471.88,474.403,476.927,479.45,481.974
0.000000000,1696.5,170.259,212.795,739.687,1167.56,1995.88,2036.17,1276.53,1196.35,1675.6,1258.71,1756.82,7001.1,17676,27869.3,26057,12668,2374.7,660.543,1245.51,722.598,318.256,610.047,893.547,675.131,437.229,561.703,603.697,722.232,661.374,701.915,1373.09,1057.32,234.012,1344.15,2597.2,238.41,7279.28,26461,33958,39672.5,41709.7,17290.1,136.267,4515.95,4026.04,56.5805,2248.71,4038.51,1261.63,257.712,1151.26,1287.04,2305.54,2144.08,353.233,532.726,1922.96,1038.73,122.564,2016.65,2057.02,301.974,7815.03,23497.1,27909.7,16490.2,5623.88,2362.88,1264.23,352.092,965.163,1557.8,902.023,1250.5,2303.5,1785.71,621.011,336.101,496.927,1526.32,2713.07,1563.85,973.422,3143.46,2999.92,2108.11,8025.28,16063.3,77203.8,186317,176962,69153.7,18216.9,8032.73,3480.98,5801.3,3389.26,1609.16,3978.18,3988.86,1235.97,413.304,244.27,1000.9,2581.68,1746.23,335.144,1796.17,2411.13,590.255,1047.78,2471.86,2332.15,7579.85,20808.8,26526.3,15386.8,2640.04,287.104,1665.45,749.126,28.8942,954.425,1310.46,482.841,538.577,2303.42,3478.89,2224.34,357.499,166.57,999.274,941.506,120.961,790.389,2510.8,967.19,1916.78,14985.8,23600,22713.8,28439.7,22863.2,4798.61,548.009,3354.73,1583.22,273.511,2445.86,3344.06,1854.19,1580.66,1256.28,568.517,566.475,496.98,234.473,178.259,454.538,481.728,408.113,636.778,527.196,1932.94,8264.58,15278.2,14996.1,8614.71,2633.2,312.713,676.19,719.827,232.444,986.448,2249.61,2077.65,1266.5,1467.76,1450.64,888.292
1.486077098,2000.75,327.37,388.823,807.704,1038.18,2309.76,2136.65,1167.89,1003.21,1819.23,1131.08,1359.32,7783.8,21014.3,36505.2,36034.2,16514.7,2180.49,528.333,1524.37,747.505,211.865,655.59,1021.91,797.597,358.688,751.63,1240.61,1394.37,733.008,608.913,1828.99,1313.09,69.2896,1525.58,3649.47,418.875,10119.2,41722.3,37849.8,42052.6,66054.2,29238.7,1241.23,8095.03,6204.12,415.024,3722.37,6619.97,1950.71,282.315,2590.69,3320.15,4472.82,3322.01,413.783,697.316,2909.49,1612.93,112.451,3095.39,3145.66,25.1283,10806,34864.1,40057.9,20511.4,5353.15,2342.21,1387.66,175.353,1051.4,2010.18,722.34,1258.21,3164.32,2510.14,1111.76,617.34,387.757,1762.46,3766.76,1580.65,694.17,3594.21,3440.4,912.805,10318.6,12198.8,87102.6,294687,267560,68099.1,18176.6,8274.78,2510.41,6890.7,3395.82,964.825,4768.39,5569.71,1127.59,437.509,717.011,1838.76,3700.72,2355.67,51.963,2429.59,3327.82,404.823,1170.75,2966.78,1686.17,7983.48,28058.5,39403.1,23265,3585.85,496.616,2829.7,1406.43,259.84,1719.74,2025.12,469.043,488.092,3314.74,5792.24,4035.51,648.509,381.553,1894.98,1842.52,564.62,1638.3,4415.04,2777.09,4404.26,27152,34248.1,19548.7,39286,37329.9,6198.36,1063.46,4485.68,2036.11,73.5244,3436.96,4561.1,1566.62,1871.95,2293.21,1219.14,841.018,558.546,246.328,111.213,554.435,485.683,327.049,690.599,422.824,1761.94,10812.9,21332.6,19888,10748.8,3156.28,110.433,852.103,900.907,87.3051,1136.8,2848.51,2582.89,1059.55,1766.8,2435.44,1691.23
2.972154195,1805.52,583.162,752.405,750.009,814.093,2363.78,1899.8,941.477,673.892,1764.19,908.26,884.558,7778.08,21383.3,41052.2,43633.6,18963.1,2003.33,408.949,1701.94,679.877,102.773,626.965,1001.32,833.837,226.347,869.863,2104.73,2279.72,761.031,473.564,2253.38,1363.18,18.5037,1729.4,4481.28,1325.42,13598.3,60928.1,38072.6,36124.5,97502.8,44756.4,5198.48,11720.1,9039.84,1637.46,5363.41,9255.7,3408.77,952.799,4817,6349.42,7037,4379.09,673.177,1026.68,3897.59,2334.25,498.562,4312.76,4382.5,525.143,13842.2,45014,49863.3,22107.7,4358.04,1954.42,1408.8,47.5266,1069.47,2304.89,542.843,1188.85,3938.04,2911.6,1553.44,1053.61,190.485,2052.67,4726.75,1400.64,379.056,4011.83,3277.18,273.473,10862.7,9782.24,84459.5,427023,368552,51316.2,19744.4,7046.23,1823.15,7102.46,3227.6,454.171,4768.3,7236.01,1201.41,616.104,1561.19,2701.27,4430.58,3059.97,58.8107,3142.98,4061.95,416.617,1359.15,3246.67,848.288,7652.94,32682,50647.7,30939.6,5226.9,1216.51,4147.78,2349.19,845.938,2629.48,2783.64,473.699,501.485,4074.18,8169.41,6380.94,1410.03,979.04,3022.18,2829.63,1365.44,2988.57,6815.29,5204.41,8670.73,42903.6,48512.5,9655.88,53057.2,54423.6,8243.94,1924.26,5489.76,2440.79,173.827,4266.65,5816.96,990.624,2092.03,3558.66,2069.47,1013.89,524.439,257.321,55.7231,606.164,445.498,198.483,686.361,285.485,1451.62,12541.4,26093,22395.7,11602.6,3519.07,33.4501,994.821,1066.93,2.42255,1243.53,3069.09,2885.32,689.628,1891.94,3621.62,2529.9
4.458231293,1226.11,910.487,1356.47,597.148,643.526,2099.86,1435.32,680.188,315.073,1594.79,634.741,514.688,7101.99,18536.3,40132.6,46504.6,19485.8,1903.93,373.184,1796.8,520.371,28.6149,563.985,815.718,783.64,110.833,950.615,3036.16,3199.93,813.109,434.875,2490.54,1302.17,61.3838,1766.63,5347.05,2569.81,16793,80294.7,40973.9,29520,133980,59435.2,10523.1,15427.5,11776.4,3286.94,6759.76,11356.3,5452.28,2548.33,7545.87,9593.78,9435.86,5038.18,1000.21,1517.33,4795.33,2865.94,1257.85,5612.68,5358.17,1783.13,16518.7,50614.9,54798.7,20749.2,3151.76,1217.38,1456.76,19.6608,906.79,2552.64,415.165,1108.46,4448.3,2916.79,1698.02,1696.73,104.989,2508.84,5292.77,1205.58,258.614,3832.55,3353.89,126.454,9340.69,10248.2,77026,572129,472802,29452.7,22318.1,5233.44,947.71,7359.39,2648.75,177.197,4286.7,8410.55,1854.55,1133.98,2832.12,3137.44,4593.61,3762.37,481.561,3673.43,4621.98,606.289,1510.53,3425.58,186.402,6651.42,33619.4,56605.9,36543.8,7409.85,2259.57,5301.4,3535.86,1603.15,3364.45,3575.9,522.363,542.203,4463.91,9864.34,8762.23,2783.67,1937.34,3903.65,3864.83,2339.53,4224.36,9396.09,8134.07,13182,57899.5,68196.9,753.319,72325.3,69935.5,10339.6,2947.84,6384.72,2514.4,492.664,5027.38,6729.38,558.634,2237.2,4776.12,2937.49,1053.27,391.278,297.399,61.0335,561.35,402.683,70.9037,661.717,154.143,1095.3,13263.8,27878.7,21906.7,10656,3794.96,129.097,978.517,1295.39,72.6549,1169.31,2979.53,2772.86,417.09,1776.77,5011.9,3041.08
5.944308390,669.972,1263.74,2193.65,483.995,566.606,1602.8,906.511,450.733,89.9015,1369.56,381.429,351.361,6036.14,13345.4,34482.3,43332.6,18331.9,1769.18,421.605,1902.2,303.926,2.21407,578.415,458.206,751.225,56.9917,930.191,3881.64,3989.38,855.87,485.651,2694.13,1009.55,185.059,1858.12,5519.6,4267.97,18692.4,93400.2,54562,35717.2,169885,67308,15582.5,18723.2,13125.1,4960.52,7442.7,12229.9,7579.79,4785.76,10287.2,12021.2,10670.9,5470.4,1069.78,2050.61,5744.94,2750.05,2138.36,7180.89,5455.37,3189.38,18994.6,48603.9,54109,17118.1,2154.53,399.42,1691.93,74.3216,603.947,2872.81,420.653,928.2,4663.92,2694.73,1499.21,2684.97,323.924,2784.03,5591.07,1045.89,173.161,3659,3241.33,398.402,7265.38,11784.8,77134.6,711960,573980,18291.1,23457.5,3896.45,631.519,6944.05,2395.72,117.47,3502.63,8981.52,2791.77,2034.78,4731.41,2836.12,4323.36,4460.73,993.822,3869.52,5135.85,778.781,1502.49,3765.21,33.0745,4870.43,31708.7,54482.6,38429,10047.7,2952.6,5929.69,5100.21,2065.06,3602.78,4621.19,547.319,435.387,4852.32,9777.84,10715.9,4820.66,2821.75,4247.3,4712.06,3088.23,5101.74,11109.8,11136.7,16335.3,66847,92529.1,5007.17,97559,78795.1,11832.7,4186.55,6411.67,2554.01,810.696,5444.03,7436.94,433.797,2111.5,5933.13,3500.17,927.378,195.896,398.888,213.022,412.368,387.18,57.6822,688.501,47.2694,824.842,13202.7,25485.1,19194.4,7899.93,4130.49,352.888,752.863,1609.03,400.613,876.043,2690.86,2318.66,294.463,1498.58,6773.45,2937.78
7.430385488,500.437,1607.65,3247.71,559.882,489.315,1100.79,450.466,279.126,92.251,1124.93,211.249,380.384,4851.04,7560.13,26174.4,35007.2,15930.5,1559,562.695,1924.86,224.208,31.4753,706.864,131.15,867.625,82.2696,678.393,4724.99,4451.78,792.471,752.46,2735.09,701.555,277.288,1944.15,4921.37,5702.92,18991.3,94463.8,82886.6,67677.3,196534,64777.2,19285,19629.4,13133.9,5847.59,7149.86,11512.6,9257.14,6792.15,12224.1,13136.1,9871.55,5977.81,712.403,2794.57,6516.36,2080.3,2971.73,8431.4,5035.9,3879.16,20923,39202.5,48304.2,13139.1,1547.39,143.904,2056.67,163.796,456.691,3000.25,754.25,706.714,4395.13,2866.55,1259.38,4218.6,878.36,2534.9,5704.36,1127.04,102.533,3466.8,3301.77,641.672,5812.02,12136.9,90399.9,827952,666160,27111.2,21497.2,3392.86,755.493,6160.52,2654.53,115.776,2901.31,9136.8,3225.38,3221.32,7560.5,1947.73,4351.96,4820.68,1250.35,3958.42,5237.04,975.275,1316.3,4272.03,718.265,2625.79,28586.2,44226.2,36322,12548.7,2762.53,6221.42,6466.96,2208.34,3207.15,5926.71,798.682,204.16,5628.66,7439.24,12170.1,7198.56,3056.12,4151.44,5021.59,3330.31,5250.67,11666.1,12784.1,17305.9,66221.6,117100,32432.3,125308,77779.2,12274.3,4855.66,5852.54,2372.37,980.047,5307.73,8178.96,648.922,1542.14,7156.62,3689.59,674.075,42.0923,710.036,652.026,195.993,428.515,274.322,763.477,1.16429,824.317,12646.3,19287.5,15582.7,4238.53,4578.55,572.585,508.323,1889.68,900.492,558.749,2183.64,1996.39,177.226,1414.91,9086.03,2401.21
8.916462585,746.637,1966.97,4589.11,875.968,312.478,728.084,194.808,143.332,273.326,913.195,137.216,500.939,3666.48,2981.89,17721.1,24041.8,12904.6,1240.01,723.291,1868.39,336.306,114.255,921.044,139.576,1152.68,347.026,262.163,5763.5,4698.06,534.677,1418.84,2574.91,415.926,290.45,1852.53,4145.71,5696.4,17900,81916,122619,130048,205746,52740.8,20081,17576.7,12069,5256.1,6275.9,9038.29,10319.7,7545.91,12658.8,13054,7114.95,6774.38,197.555,3874.45,6848.89,1193.71,3563.73,8960.47,4382.65,3500.66,21741.3,25718.9,39369.6,10988.9,1389.42,843.336,2379.99,301.98,476.786,3097.21,1199.26,475.11,3683.23,3848.17,1705.6,6682.39,1645.88,1735.43,5943.65,1295.57,89.5657,3005.14,3899.13,587.85,5246.98,11060.4,109851,907102,743269,51027.4,17116.7,3583.68,715.956,5843.89,2897.5,143.221,2540.68,9490.06,2593.15,4572.25,11758,1434.06,5143.16,4581.28,1243.65,3605.06,5163.04,1029.98,1138.27,4619.52,2284.09,738.979,25664.4,29281.5,31177.3,14186.8,1885.48,6004.39,7334.33,1991.66,2576.7,6974.74,1683.29,212.428,7053.02,3724.7,13479.2,9306.07,2448.54,3781.39,4501.16,3161.63,4379.24,11280.9,12139.9,15754.5,56273.7,134835,84700.9,149055,66752,11602.8,4293.91,5150.03,1868.1,987.497,4539.19,8764.81,1528.09,648.332,8766.31,3971.41,598.936,306.255,1383.29,1273.43,121.213,501.478,685.588,857.966,74.8141,1172.72,11755.6,11341.6,12225.7,1212.34,4960.77,710.429,366.852,2082.92,1457.33,255.01,1672.31,1989.49,63.0481,2000.93,12202.4,2123.78
10.402539683,904.693,2559.5,6301.87,1322.68,128.198,429.445,121.101,83.4757,488.52,766.12,104.656,595.514,2539.45,565.307,10998.5,13511.2,9794.79,856.446,794.191,1715.92,619.132,284.422,1204.78,484.851,1537.89,1058.28,13.7226,7335.77,5164.25,266.341,2510.24,2138.04,244.349,201.803,1619.62,3296.87,4252.74,15520.5,59707.9,164038,214820,193621,36351.6,16362.4,14450.4,9397.5,3883.9,4741.58,5829.51,10323.8,6881.23,11420.8,12411.4,3728.56,7830.73,82.8536,4876.54,6779.63,504.418,3792.52,8711.48,3502.89,2469.78,20782.2,13130.2,30108.3,11991.2,1724.12,2095.8,2646.69,499.576,698.187,3023.32,1647.74,202.494,2884.3,5213.76,3786.29,10589,2527.52,1136.45,6023.27,1426.27,63.7655,2851,3985.31,598.97,5117.54,10588.3,120418,944729,798609,74033.1,13025.6,3868.41,910.732,5047.34,3337.49,138.239,2487.47,9738.12,1605.86,6151.44,17797.2,2801.42,6234.71,3880.56,894.415,3102.13,4644.99,1054.99,985.518,4861.18,3964.61,10.5351,23848.8,14911.6,25052,14309.1,896.768,5220.04,7470.64,1644.48,2042.41,7520.98,2994.84,857.752,9174.79,783.349,15403.1,10476.9,1480.11,2889.98,3695.2,2333.37,3253.18,9391.3,10245,11546.4,41047.2,139129,152868,161570,49303.1,9662.47,3074.74,4084.08,1382.95,695.107,3561.72,8519.04,3365.59,40.9645,11235,5459.13,1244.07,1391.55,2305,1869.37,275.17,655.385,1139.76,969.822,229.723,1736.69,10615.8,4371.47,9867.75,68.5159,4986.28,798.106,333.499,2180.4,1823.46,124.024,1373.76,2010.36,165.657,3545.65,16383.9,3134.67
11.888616780,626.733,3805.62,8312.83,1712.84,38.924,226.178,114.251,89.9605,585.259,671.963,96.3382,613.119,1500.28,101.455,6710.56,5777.2,6832.44,576.282,697.63,1525.06,888.375,558.469,1526.54,966.651,1942.8,2170.34,416.735,9744.81,6429.1,416.297,3545.7,1700.23,98.8639,84.235,1362.61,2202.12,2609.61,11589.3,35451.6,196005,303165,163536,21042.3,9762.76,10655.6,6394.24,2035.35,3067.39,3060.45,8924.81,5522.21,9254.78,12023.3,1593.34,8858.12,707.471,5333.66,6440.27,308.053,3678.09,7619.51,2684.76,1574.51,17487.5,5671.44,23401,15918.6,2474.65,3100.64,2899.16,755.489,918.223,2793.8,1950.86,12.6796,2217.94,6091.68,8165.95,16238.6,3663.18,1459.37,5716.38,1408.32,120.49,2554.47,3893.49,558.337,4944.26,12101.4,111041,942788,825604,81025.6,11205.2,3808.14,955.601,4380.27,3342.28,238.364,2477.4,9457.59,1558.27,8279.44,25761.6,7273.29,6823.61,2941.4,352.232,2591.38,3779.16,1034.5,928.417,5185.47,4668.22,662.756,23460.5,5922.61,20180.9,12615.4,208.855,4309.73,6647.47,1442.49,1774.11,7631.12,4143.19,2136.35,11621.6,1102.59,18774.4,10559.1,760.352,1635.67,2799.24,1370.68,1919.59,6951.62,7586.95,6142.82,25768.3,127655,220065,159109,30764.6,6667.91,1879.32,2907.69,899.172,392.415,2415.7,7581.01,5542.33,504.717,14993.9,9454.6,3161.29,3263.14,3133.29,2303.48,669.353,906.707,1335.23,1150.8,414.272,2197.43,9290.61,485.699,8841.14,1042.52,4405.5,922.168,422.279,2126.35,1865.15,204.84,1255.12,1900,565.075,5812.43,21813.4,6344.53
