TIME,BIN 1,BIN 2,BIN 3,BIN 4,BIN 5,BIN 6,BIN 7,BIN 8,BIN 9,BIN 10,BIN 11,BIN 12,BIN 13,BIN 14,BIN 15,BIN 16,BIN 17,BIN 18,BIN 19,BIN 20,BIN 21
15.092970522,-232.122,17.3441,25.1474,15.5628,-0.845014,5.02778,-0.912915,-0.547702,-2.83848,-0.679876,-3.92542,-3.42793,-3.79151,-1.92464,-2.27964,2.23963,4.12778,3.48171,0.616455,-0.352153,-3.53235
15.116190476,-253.171,28.9488,19.2812,16.2434,-1.39954,9.39423,-4.18447,3.46292,-4.80926,-2.30432,-2.96516,-3.11373,-4.26179,-0.912791,-2.25422,1.23541,2.84706,4.74703,-0.668174,-0.00564294,-1.79919
15.139410431,-247.569,14.6629,22.9478,12.9303,0.440229,5.34671,1.1497,-1.17384,-3.38626,-1.64613,-7.49975,-5.19211,-5.11421,-0.187748,-2.59921,3.90942,5.47913,1.49536,0.727195,-0.461682,-0.759441
15.162630385,-223.836,-8.55826,27.6399,20.0377,0.622223,8.56306,2.58609,-0.506306,-3.88483,0.898232,-6.50806,-7.7207,-6.16283,-0.0687044,-0.579138,2.69135,4.77831,4.77318,2.9974,-0.0822312,-2.34866
15.185850340,-245.894,7.57931,23.4533,20.1216,2.45397,10.7975,0.660994,2.76739,-2.05562,-1.70177,-7.87076,-4.73705,-5.64215,-1.04703,-0.335117,4.17987,4.19106,2.92836,-0.60415,0.0934563,-1.44655
15.209070295,-264.486,22.2867,15.3123,19.5765,2.35784,10.5063,-1.3981,2.86652,-5.66963,-1.89953,-5.50675,-3.01269,-6.7121,0.369517,-1.35361,2.87238,1.18187,3.93338,-1.6213,-0.335586,-2.60364
15.232290249,-231.664,-5.28013,21.1324,22.8236,3.44632,8.1436,-1.79923,3.96493,-4.50607,-5.17049,-4.43562,-3.57498,-2.04564,-2.30282,-2.22038,4.05245,2.84081,0.145713,1.94786,-2.24368,-2.96209
15.255510204,-131.716,-22.589,0.0128069,8.61894,2.42928,7.83947,3.18673,2.99706,-2.35463,-2.57638,-6.44615,-2.34698,-4.38925,-1.33238,-0.329754,1.4737,2.21258,0.898965,1.75473,0.146426,-0.585784
15.278730159,-147.899,-26.9958,-5.46083,6.36167,1.0084,10.1481,1.87794,5.6172,-1.20246,-1.00306,-3.15775,0.755212,-0.552777,-0.074319,2.83381,4.3847,1.70665,1.70029,0.754541,-1.60189,-3.01615
15.301950113,-173.52,-29.1646,-3.37244,3.45063,-2.59,5.59751,-1.02488,-0.536267,-3.49729,-0.909979,-2.46078,2.25418,2.01705,1.00716,-0.448942,1.17514,1.27449,0.955607,0.624376,-0.500868,-2.90315
15.325170068,-184.386,-29.428,-5.13701,2.34118,-0.470396,5.1974,-0.0445495,0.0463878,-5.92937,-1.65328,-4.91736,0.896141,-1.24763,1.65156,-1.67675,-0.216464,-1.44718,0.542641,0.538901,-1.85552,-2.61569
15.348390023,-166.459,-5.92382,5.08043,5.4332,-6.49999,-2.2475,-8.7922,-1.74138,-4.33883,0.145402,-5.96352,-2.48396,-3.10486,0.197242,1.05805,0.26693,-0.0587275,2.09915,1.48726,0.114068,-1.77473
15.371609977,-169.499,4.68467,12.9248,10.5306,-0.768479,1.78407,-0.995055,3.22843,-2.31632,-2.23055,-1.7362,0.253199,-1.12123,0.845019,-1.43,1.02792,2.5469,3.25944,-0.344382,-0.0920675,0.00994863
15.394829932,-185.172,3.68721,15.4796,15.5373,2.1376,4.13895,0.167497,1.19884,-2.29357,0.215751,-0.694087,-0.791732,-2.89762,0.698785,0.317699,3.02983,4.01672,5.35142,2.22723,0.170829,-1.46267
15.418049887,-201.982,6.93136,19.0357,18.0137,3.96641,2.57764,1.33406,-1.51997,-3.6457,1.83488,-0.309918,0.011908,-5.23595,-3.26063,0.210421,2.63097,2.8948,4.25164,1.80575,0.178114,-0.890347
15.441269841,-196.823,6.81992,8.62006,15.2127,5.15269,6.40898,4.80534,-0.810667,-4.33912,-0.646567,-5.33887,-2.4876,-4.61953,-0.409697,1.2537,1.33713,1.72787,3.69605,0.279846,-1.0231,1.23182
15.464489796,-142.118,4.40833,-1.14884,5.09444,-2.95698,4.74186,0.151548,2.22856,-1.6657,0.252305,-2.71011,-2.16415,-1.23067,-0.399829,-1.7288,0.730425,0.0813545,3.58536,2.75236,4.08164,-0.721242
15.487709751,-154.864,2.22469,-6.35358,6.29082,-2.41907,8.19654,-0.266946,4.16685,-2.57834,-2.32712,-5.87267,-1.91551,-3.34422,0.793975,-1.14581,1.40116,-0.861547,2.56091,-0.178578,2.24561,-0.431452
15.510929705,-172.05,0.475729,-6.76325,6.71454,-1.15819,10.4185,2.32062,4.7172,-3.25136,-2.5942,-7.98906,-2.86745,-5.84944,-0.567723,-1.39246,1.03952,0.463954,2.35798,-0.453809,0.332519,0.253724
15.534149660,-194.034,0.503062,-14.8794,8.00776,-2.91474,10.2597,3.11768,8.70241,0.871158,3.14609,0.712693,2.87421,-1.97053,0.979383,-0.177069,2.69555,-0.568825,2.23274,0.225599,1.53227,-1.82901
15.557369615,-213.366,-5.5924,-5.28415,1.95878,-4.22683,7.01541,5.60326,2.95832,-1.16354,2.15273,2.05982,0.873167,-1.547,0.56942,-0.471317,2.54217,2.38891,1.21555,2.02836,1.3263,0.557094
15.580589569,-214.988,-12.1026,-3.15904,1.96949,-4.34637,9.1755,4.26336,2.65895,-3.3769,-0.983839,-0.972351,-1.88835,-1.2265,0.34785,-1.53928,1.37244,1.32671,3.31344,1.1961,0.486523,1.07504
15.603809524,-240.662,-0.138131,-8.24827,2.75838,-3.39316,9.36618,1.72473,2.95897,-6.34871,-3.19333,-5.14334,-3.02033,-3.0574,1.31596,0.924432,1.25409,-0.795689,1.9277,-0.487177,0.589612,1.76574
15.627029478,-256.695,5.41289,-15.8664,3.41525,-7.23147,10.8618,-0.410047,3.89346,-8.85818,-1.50295,-9.92875,0.179133,-3.86855,1.57643,-3.61151,4.15189,1.30236,4.03553,-0.666915,1.32932,-1.83502
15.650249433,-183.383,-26.3623,-3.0396,6.21833,-6.5664,2.2366,-4.46609,-0.351451,-5.01983,0.578109,1.03331,2.43846,-1.80196,-0.211109,-2.56592,1.12113,-0.552997,-1.15255,0.16567,0.910137,-0.378375
15.673469388,-129.454,-12.0239,7.5988,11.3158,3.0334,5.33132,-1.19943,1.03995,-5.34586,-3.37246,-4.09208,-0.778584,-1.28961,0.703873,-0.387468,1.99048,3.29558,-0.334617,-0.76924,-0.6998,0.522916
15.696689342,-136.717,-9.62028,9.05055,11.5617,1.43792,5.86847,-0.904561,2.10945,-2.37069,-2.56172,-2.39458,2.25699,-2.13621,0.27428,1.28733,1.51898,1.19417,0.760836,2.21301,0.428566,-0.588819
15.719909297,-156.473,-8.47299,12.111,13.4993,2.53308,8.75055,-0.835579,0.234063,-2.9492,-1.79836,-5.23312,-0.0758204,-2.35231,-1.06896,-3.91609,0.895176,2.85763,2.79688,2.32604,0.269591,-0.0661042
15.743129252,-170.865,-11.3467,10.8775,17.5189,7.52406,7.37047,-0.0684005,3.17529,-5.14858,-1.87516,-5.50077,-0.758811,-5.57696,0.0950367,-2.54653,3.37236,2.30191,4.43097,2.10333,0.171703,0.665093
15.766349206,-150.766,-8.7341,5.46971,12.5154,3.78385,7.58853,-2.5384,2.40197,-1.64559,1.79693,-5.17851,-1.58521,-2.27595,0.435105,-0.658377,2.12249,0.95559,0.685732,0.0364777,2.27251,0.404262
15.789569161,-153.948,-4.37683,3.99482,7.25658,1.26149,4.67031,-2.09774,1.76652,-2.44654,-0.0666651,-3.00093,-1.13864,-2.57088,0.354242,-1.0235,0.345139,1.07822,1.08493,0.796971,0.630877,0.282701
15.812789116,-168.666,-6.25568,0.856921,11.7335,6.44704,10.6204,1.63016,2.09484,-3.51053,-2.99926,-5.92698,-1.22231,-4.57586,-1.32981,-1.34113,1.95615,1.54947,2.70207,0.517153,1.5687,0.776033
15.836009070,-187.571,-7.08312,1.99029,13.916,7.05105,10.5845,4.05383,2.93289,-6.07473,-1.26164,-6.72346,-3.75082,-4.62816,0.593061,-0.798186,1.81392,-0.0887014,2.27659,2.67528,1.17623,1.59027
15.859229025,-168.77,3.1389,-1.03686,2.45256,-2.66556,5.59749,4.95975,2.09394,-4.38313,2.56311,-5.88701,1.03809,-3.42584,1.64766,-4.77881,0.494071,-1.36376,0.636336,-1.18114,0.497559,-0.80335
15.882448980,-216.121,-16.9213,14.918,7.02564,-5.68096,-0.815032,0.148995,-3.0807,-1.2337,3.58693,-2.3332,0.626221,1.22596,3.67159,3.67286,4.53752,0.610729,1.74753,1.42251,2.07045,0.556487
15.905668934,-250.544,-12.4788,14.2355,9.84442,-4.08071,2.18043,1.46189,-2.88344,-3.02649,0.282084,-1.1026,-0.445391,1.2515,-0.767119,-1.46056,0.546096,0.851331,2.61462,1.32064,2.48153,0.186059
15.928888889,-276.081,-1.89118,10.4681,10.4085,-5.20847,5.91911,-2.23556,-1.48466,-6.19726,-4.30359,-3.78004,-0.766771,-0.321086,0.599691,-1.7048,-0.510172,0.352523,1.30761,-0.49928,-0.352566,-1.53365
15.952108844,-292.83,2.57954,7.1243,9.02639,-2.51621,9.0109,-5.7118,-0.198914,-5.18169,-4.06853,-3.91998,-0.997894,-1.53383,0.753516,-3.06795,1.54774,-1.5239,3.85774,1.07665,3.45637,-1.34676
15.975328798,-180.83,-0.587073,18.1806,4.35405,-8.91069,1.47677,-4.57293,-4.50916,-8.69263,0.389288,-4.60973,-3.09257,-5.16727,-1.03867,-5.12945,1.60988,2.13256,0.273419,0.604096,1.25383,0.59957
15.998548753,-188.448,5.10935,26.322,11.6845,-4.93854,5.23865,1.09682,0.0746739,-6.71572,2.65725,-3.16222,-1.84203,-5.2958,0.910276,-0.61295,2.06731,-0.459471,0.732563,0.202656,2.15043,1.31625
16.021768707,-211.375,5.56466,24.1495,18.4514,0.341933,7.09129,-0.86763,2.50616,-6.35758,1.54267,-4.91936,-2.57285,-6.24674,-0.206018,0.369801,5.20408,1.08701,5.169,0.8167,2.17195,0.141076
16.044988662,-219.771,4.49419,28.2252,20.6423,-0.262107,7.72251,1.05371,1.69961,-6.21976,2.58319,-2.75008,-1.40991,-6.67273,0.314251,-1.81143,4.24995,3.44603,4.17311,-1.2499,0.803348,-0.131708
16.068208617,-139.334,-16.0383,6.97306,15.456,4.37392,9.60644,1.7606,2.40176,-4.02511,0.85437,-4.92755,-1.07716,-3.72265,-2.25607,0.520578,5.19754,0.717606,1.20579,-1.07817,0.752019,1.14103
16.091428571,-133.55,-20.176,2.75788,14.4186,5.38155,7.23345,-0.626771,1.85599,-5.75295,-3.569,-4.85529,-0.00204361,-1.53696,0.937551,0.58315,2.31156,2.1719,0.935483,1.25537,-0.0234537,-1.07421
16.114648526,-147.233,-17.1603,3.37837,9.5747,5.76574,11.3325,2.41444,3.80326,-5.74532,-3.55079,-4.88013,-1.10893,-2.04803,-2.36144,-0.481538,2.71253,1.67694,1.96591,1.64793,-0.303001,0.703812
16.137868481,-163.902,-15.2299,5.73328,14.2638,7.92266,11.8727,4.56148,3.67276,-2.953,-4.38719,-7.11023,-0.405059,-1.63497,0.173101,-2.13118,1.96874,1.61824,2.26076,1.87236,-1.39468,-0.752568
16.161088435,-175.414,-14.1083,10.584,14.5289,8.36191,9.39554,3.0397,2.9303,-4.4609,-1.69076,-5.91437,0.735009,-3.26169,1.11027,-2.34454,2.50186,-0.0659658,1.12756,1.46898,-0.496322,-1.80079
16.184308390,-163.911,-8.06637,3.42423,10.0741,0.376161,4.85046,-5.18832,-1.16907,-4.91688,-0.900747,-5.44898,-2.72662,-1.24717,2.14804,4.30226,3.34904,2.257,-0.472046,-2.7723,-1.89482,-1.83006
16.207528345,-196.342,-11.1578,6.18652,10.4395,2.46254,5.12195,1.20949,1.35475,-2.46438,-0.519157,-2.11085,0.346208,-0.51561,1.57262,0.921581,4.50459,4.01798,1.58704,-0.250346,-1.13116,-0.672988
16.230748299,-207.977,-13.1639,4.46901,7.45223,-1.50899,2.51044,-1.32737,-0.664775,-3.00211,0.519665,0.986617,2.78506,-0.506488,1.04816,0.432165,2.5356,2.90562,2.05128,1.41718,1.98299,0.276187
16.253968254,-219.578,-12.5768,2.17581,7.87481,-2.1094,-3.40084,-4.06038,-2.46519,-3.07008,3.92495,-1.40494,1.32545,-0.430789,0.79538,0.649922,1.61024,0.805935,1.19899,0.0441176,-0.409727,-0.752892
16.277188209,-139.208,-1.70434,-11.8922,-2.85642,-9.605,-2.66741,-2.98821,0.919925,-5.71204,1.5451,-6.85438,-0.461125,-2.01765,2.18798,-2.66954,1.71746,-1.6519,2.34665,0.887982,1.73379,-0.452112
16.300408163,-148.155,3.60974,-2.75586,4.17869,-2.37032,6.519,0.31035,1.00288,-3.68406,-1.23617,-4.78181,-1.02617,-3.30677,-1.74853,-2.78165,0.800826,0.140476,1.3936,1.99688,3.11665,0.323245
16.323628118,-160.775,3.33228,-5.82495,12.1706,-0.629801,10.6918,0.36298,4.12446,-6.49733,-3.06146,-5.98983,-3.73816,-6.17573,0.409596,-1.85391,0.657563,-1.15536,3.43938,2.05043,2.26086,0.0111051
16.346848073,-173.403,7.26214,-4.06032,11.5594,-0.703298,12.8733,0.45296,3.32864,-8.64183,-1.89163,-7.56216,-1.59868,-3.34606,1.15663,-1.43294,2.00724,-0.235379,4.4975,-2.11612,1.16478,1.23552
16.370068027,-194.726,11.9658,-5.81575,17.1918,2.47403,10.9857,-0.0180234,3.51395,-5.16319,-3.51754,-4.84899,-1.50893,-5.45483,-2.20945,0.596335,3.88367,1.4227,3.1662,3.13689,3.29001,0.450902
16.393287982,-177.106,-8.48541,2.82416,7.94484,-1.81743,9.19419,3.80476,2.80579,-2.76321,0.590857,-0.777055,-1.52638,-1.78136,0.759623,3.9035,1.64507,-1.02713,0.851854,0.606542,0.203886,-1.29234
16.416507937,-183.505,-15.8252,-6.16665,2.53542,-5.11428,5.49265,2.92218,4.62351,1.17084,1.62965,2.71669,0.970662,0.821735,1.65526,1.89392,1.54551,0.20184,0.212937,2.17935,3.13744,1.65429
16.439727891,-201.718,-18.2464,-3.86001,6.9903,-3.18159,7.13233,2.72922,6.0575,-0.74222,-1.03981,-2.93788,-3.97609,0.822349,3.57462,1.79696,1.36393,2.47679,0.459352,2.48188,5.05975,4.23091
16.462947846,-222.461,-13.8157,-6.0252,5.85217,-1.73099,10.1837,2.27055,4.63226,-1.19994,-1.73253,-3.58293,-1.63886,-0.928936,-0.304949,0.262857,0.888239,-0.916632,0.918817,1.81855,0.82386,0.0862747
16.486167800,-127.531,-16.2247,2.99652,7.2283,-5.70694,0.785893,-4.81856,-0.0151954,-4.56186,-1.51507,-5.25017,0.332674,-3.60497,-1.25396,-2.39108,-0.490286,-0.34965,-0.600577,-0.0483113,0.708808,-0.0344979
16.509387755,-128.827,-14.5925,4.99287,10.8705,2.4959,5.49293,-4.37998,-1.322,-3.60358,-2.22224,-2.03329,1.38741,-2.81727,-0.694821,-1.62346,-0.643625,0.87135,1.49841,1.16134,0.984173,-0.407216
16.532607710,-143.159,-11.4797,4.75162,9.95387,1.37902,8.14748,-0.890023,1.20594,-2.70762,1.22792,-1.67192,3.16084,-1.45012,-0.97427,-1.96068,-0.292763,-0.29044,2.10253,2.70862,1.48218,1.19839
16.555827664,-164.786,-9.38668,8.95781,13.6312,7.37109,9.80504,1.12191,1.61284,-1.53499,-0.986975,-4.41173,1.36516,-1.43814,-0.936788,-2.70799,1.1876,0.826887,2.41418,3.07091,-0.190586,-0.0775044
16.579047619,-175.244,-10.0213,11.8676,14.6144,9.1095,10.3711,5.24205,4.04499,-5.39984,-1.85319,-4.11772,1.83301,-4.52311,-1.42882,-2.97686,0.983642,-1.74997,2.487,2.87188,2.6046,0.819712
16.602267574,-160.65,0.407149,7.56654,11.5627,3.33871,7.5817,0.203794,1.54728,-3.87761,-1.72669,-4.07849,-1.81204,0.0925258,1.95767,2.44129,1.85446,2.872,1.46895,-2.56547,-1.6535,-2.07339
16.625487528,-168.754,2.09514,1.26809,12.1217,3.76653,8.5125,1.97894,2.50894,-0.251713,2.17375,-1.1174,-0.26945,-3.56443,-2.32081,-1.856,0.229279,-2.10756,-0.166688,0.256504,2.96462,2.24391
16.648707483,-185.74,2.8274,-0.837909,15.736,8.3993,11.9674,2.07576,1.53922,-0.311045,0.619554,-4.85871,-2.59732,-4.77309,-0.335581,-1.19218,-0.348476,0.765238,2.63294,1.55324,0.74372,0.166405
16.671927438,-195.38,5.23218,-0.278503,16.0485,6.99226,11.2437,2.9746,2.66727,-3.9767,1.89178,-5.22386,-1.04243,-4.3545,-0.353505,-4.50102,1.59108,0.300758,3.0526,2.09685,0.329355,-0.823251
16.695147392,-151.527,6.35964,2.5924,-1.27452,-4.85183,0.858623,2.50824,-0.258476,-6.14056,1.95448,-4.79771,3.86678,-0.891531,5.05105,0.128947,0.674438,1.76833,5.58219,1.72768,0.138191,-1.39206
16.718367347,-199.288,5.67724,23.8782,8.77784,-4.6096,4.06181,2.98389,-0.440493,-6.01245,-0.381245,-5.34016,-2.0961,-0.576238,1.65825,1.25288,2.97759,2.49339,2.52723,1.1381,1.50947,-1.17818
16.741587302,-228.167,13.9367,28.0307,13.6439,-3.3671,3.47901,2.05788,0.010551,-4.50911,-1.26274,-4.06675,-3.99338,-3.15428,-1.10519,2.57425,4.21159,1.61948,1.52555,1.18684,1.27421,-0.42341
16.764807256,-254.322,26.8311,21.6567,15.1129,-1.29996,9.8265,-2.18544,0.9842,-4.06219,-2.78464,-6.2229,-4.07656,-2.80028,1.88017,1.2193,6.09461,3.86886,2.30614,-2.40549,0.0393819,-1.73312
16.788027211,-271.852,33.0487,19.9943,16.1589,1.70852,9.6486,-1.27918,2.89861,-6.78948,-4.97819,-8.24681,-2.99438,-2.28293,2.70142,3.00571,8.40609,0.432743,2.20161,-2.80068,-0.395515,-0.624633
16.811247166,-219.222,-9.43429,32.306,22.277,2.03093,7.37559,6.03961,0.508877,-2.65425,-2.7644,-7.53557,-7.87905,0.0504613,1.23364,0.975727,5.71954,4.74351,2.49291,-1.48332,-1.58055,-1.57831
16.834467120,-240.797,3.5313,26.7151,18.1614,-1.48725,9.47494,2.59585,1.00413,-3.63234,-4.38416,-6.58352,-4.84296,-2.8912,1.51803,2.21789,4.72247,4.01835,2.30529,-0.83127,0.724091,-1.63955
16.857687075,-265.754,21.7383,22.0494,22.8318,1.41788,10.4403,0.651928,3.61174,-5.78425,-0.681316,-5.09419,-2.27937,-4.32526,2.29932,1.01567,5.36375,3.30669,1.07662,-3.17546,-0.555819,-1.4348
16.880907029,-280.245,26.2861,21.8373,18.8514,1.13894,11.7057,2.29039,2.89539,-6.40215,-3.16572,-6.73675,-5.1936,-0.893299,3.63891,0.0702887,4.42708,1.68953,1.47511,-3.78495,-0.363209,-1.80687
16.904126984,-125.573,-19.0094,2.896,8.83793,-1.28071,5.47777,0.218568,2.63916,-3.74142,1.48704,-3.32382,2.4598,-2.20518,0.220378,0.063882,2.59094,1.83434,0.547417,-1.97315,-0.675374,-2.03778
16.927346939,-144.212,-25.888,-1.78787,9.27108,4.1438,12.5912,3.96635,5.49698,1.58553,0.920298,-2.06527,1.83183,1.08668,1.41873,-1.97453,-0.727756,1.09119,1.59574,-0.151405,-3.5961,-3.78579
16.950566893,-166.368,-29.2425,-4.75787,5.86105,3.345,8.45631,3.03722,5.46242,-1.7862,0.510307,-1.46212,1.10626,2.20086,-0.218747,-1.01338,0.345222,-0.627072,1.73591,1.4078,-0.934145,-2.50173
16.973786848,-183.483,-28.5609,-4.69221,4.62212,2.51244,7.45656,2.54513,1.70072,-5.64074,-3.76444,-4.79689,0.181867,-1.23626,1.24678,-1.77786,-0.400887,-0.753026,1.13584,1.82509,-0.441001,-1.61476
16.997006803,-187.628,-17.0631,2.37502,1.64519,-6.06231,-2.15029,-5.28803,-2.00614,-3.27189,1.38774,-2.3997,2.61298,-2.18926,0.991709,-0.672248,1.80317,-2.90204,0.740604,-0.298857,-1.37034,-2.79652
17.020226757,-159.18,5.18891,13.0736,11.6085,-0.875748,0.259091,-2.2283,-1.25127,-3.64586,-1.78809,-3.11065,-0.121166,-1.47843,0.93732,-0.436376,0.620148,3.13614,1.64838,-2.07742,0.187499,-0.861236
17.043446712,-183.822,5.20815,15.7197,13.9022,-0.469609,2.55326,-0.47847,0.197765,-2.31238,0.130856,-1.2849,0.359386,0.380487,2.84045,2.90223,4.21578,3.34219,3.14086,2.40476,2.6511,-0.515644
17.066666667,-192.515,6.82197,18.6967,16.831,2.06067,1.78038,0.585524,-0.0966764,-2.77744,-0.111896,-4.86622,-1.07614,-1.34478,1.87121,-0.063803,2.40186,1.92011,1.97281,-0.328176,-0.201568,-0.206767
17.089886621,-202.348,7.11135,15.9942,18.7788,4.80365,1.85367,-0.456703,0.0247804,-2.39548,1.71261,-4.02046,-1.56411,-2.6436,1.25198,2.48177,2.40709,2.16813,1.55557,1.11804,-0.482431,-1.04363
17.113106576,-137.122,6.28873,-2.21026,0.0777437,-5.9955,1.90471,-0.314392,1.9187,-0.635737,1.38545,-1.29639,1.62975,-0.963255,3.28939,1.26857,2.55651,2.35818,2.32907,-0.797755,0.180337,-1.51961
17.136326531,-149.453,0.962195,-5.30802,6.77009,-1.84736,8.82052,1.63797,2.429,-3.03526,-1.08314,-3.41602,-0.71831,-2.59898,1.09259,0.345152,1.0832,0.747979,1.1446,0.208536,2.17413,-2.12855
17.159546485,-165.857,2.2189,-6.67899,10.308,-1.14525,8.15498,-0.47767,4.08788,-4.25842,-2.48172,-5.51372,-0.123743,-2.06367,2.19172,1.5509,1.39062,-1.64802,3.6425,0.328379,-0.663229,-1.33145
17.182766440,-185.421,1.35981,-10.4827,7.80128,-4.35319,11.1688,3.52498,8.27288,-0.783987,-0.51173,-3.85251,0.757525,-1.60494,1.62145,1.25492,5.24466,-0.575379,1.35577,-2.01425,0.0543552,-2.02656
17.205986395,-213.358,4.48246,-11.9028,5.59875,-4.87356,10.1194,4.83285,7.82374,1.08982,0.317598,0.120192,0.113358,-0.856445,-0.612942,0.37679,1.54864,1.3358,3.05561,4.0192,2.28595,-1.08707
17.229206349,-209.645,-10.1951,-2.1326,-0.634372,-6.01108,7.18031,4.01152,3.0149,-0.567541,0.195422,-1.47735,-1.84935,0.459291,1.14692,0.211493,0.733701,-0.280804,0.340357,0.78279,-0.258989,-0.86319
17.252426304,-232.343,-3.15143,-9.10796,-0.636946,-8.21718,3.76825,-1.32371,1.95783,-2.62849,0.798751,0.548835,0.292962,-1.61967,-0.211459,-1.229,-0.270551,-1.65606,-0.0247288,-1.85144,-0.262767,-0.631312
17.275646259,-252.563,4.76331,-11.8932,3.71746,-6.47896,5.82846,-3.51854,4.37292,-4.77731,-0.160371,-5.8873,1.56702,-4.40685,3.14508,-2.31885,2.70294,-0.853547,1.37481,-1.50513,0.355772,-1.32622
17.298866213,-256.687,1.96233,-5.72436,0.113999,-2.20372,4.19046,-0.454672,2.26197,-3.61906,-2.62707,-1.60777,-4.85204,-0.55275,2.41686,0.625808,0.615556,0.288764,-2.51344,-1.23139,-1.14823,2.59044
17.322086168,-122.855,-12.1842,7.48629,9.61542,2.15896,3.56766,-2.44879,0.645814,-2.35074,-2.2226,-3.89582,0.283063,-2.61613,0.656562,0.242648,0.519545,1.35975,0.123181,-0.464409,-0.215741,-1.00873
17.345306122,-135.913,-10.9711,9.64817,14.0031,5.18207,6.43056,-2.46672,3.12417,-2.35951,-2.80462,-3.2892,1.61959,0.978691,-0.520771,-2.10917,0.390823,2.10658,5.53135,2.1606,-0.406451,-0.905157
17.368526077,-150.266,-8.08138,11.9236,13.7008,3.51239,7.15564,1.94258,2.1862,-5.18934,-2.10743,-3.21857,0.147831,-1.63198,0.398725,-0.444483,3.06753,2.83209,2.67318,1.75068,-1.00523,-1.47844
17.391746032,-163.471,-7.14263,11.1068,13.0998,5.88853,7.78514,1.00437,2.24362,-6.07009,-3.42313,-6.30514,1.18639,-1.08356,2.71266,-0.307223,3.03547,0.557755,3.37075,3.35723,0.337011,-0.110873
17.414965986,-166.99,-6.31567,11.1044,14.5051,4.58086,9.0317,-0.110593,3.31458,-2.85434,-0.694382,-5.36162,1.03321,-2.47882,0.184573,0.425716,2.43213,1.49163,2.40741,1.90448,1.10599,-1.37215
17.438185941,-147.834,-2.01379,3.50479,5.72601,-1.47176,5.21878,-2.4232,-0.104595,-3.15695,-0.0103742,-1.26773,1.01784,-1.67666,1.01997,0.713762,0.776208,2.20015,1.73246,0.636729,0.432159,1.53795
17.461405896,-165.877,-3.6141,1.26963,9.773,5.56313,12.1959,2.18634,1.56561,-4.25785,-2.16765,-2.70627,0.151777,-2.89964,-0.122169,2.66806,2.78745,0.951511,1.03752,1.6031,-0.226254,-0.085867
17.484625850,-179.666,-1.82722,2.14617,11.5367,4.07793,8.49987,2.75155,3.44612,-3.03655,-3.02566,-4.58041,-1.60238,-3.17641,0.893723,0.729229,1.72007,0.0358898,2.45787,2.11696,-1.02187,-1.45593
17.507845805,-198.313,0.535633,5.3168,14.6427,7.03362,9.08559,0.810099,-0.324411,-3.97788,2.70598,-3.42968,-3.07848,-2.6608,3.54789,0.218109,0.596402,0.928391,2.8126,0.976795,-1.71088,-0.574801
17.531065760,-190.803,-5.00594,10.4605,0.572919,-4.99408,2.34362,-0.625565,-1.41082,-0.410949,6.76051,0.412437,3.69459,2.48433,6.42169,3.75291,3.00376,1.16434,1.94978,0.237594,0.195814,-2.21703
17.554285714,-243.765,-12.1766,11.8834,6.6793,-6.1474,2.18515,2.32377,-0.603001,-1.12122,3.37268,1.59327,2.76435,2.25921,1.86685,-0.221503,-0.871085,-1.30907,-0.944218,-2.41293,-0.660205,-2.7292
17.577505669,-269.465,-9.08477,7.66173,5.16959,-6.82632,1.71062,-2.06822,-3.23602,-6.11879,-3.43802,-3.66657,-2.30729,-1.45728,-0.671953,-2.31497,-1.9886,0.484655,-0.691189,-2.42589,-1.33728,-3.11533
17.600725624,-288.491,1.29589,2.22361,5.66833,-7.12394,6.25183,-5.11948,1.32932,-5.50603,-5.33195,-2.36363,-0.132563,0.597348,0.944722,0.0712107,0.280318,-0.881245,3.93316,0.602464,1.75163,-0.696966
17.623945578,-198.867,13.8653,4.1354,1.25605,-5.61406,0.687639,-6.3253,-3.97712,-7.07925,-1.45927,-3.78398,-0.979119,-2.71454,-0.674039,0.950185,0.513413,1.501,-0.911122,1.81467,2.02302,-0.546986
17.647165533,-194.846,9.64912,26.9443,10.0676,-6.47235,5.9588,0.319508,-1.5188,-3.65338,1.10143,-2.56418,-1.23218,-0.162915,1.68135,1.00311,2.92701,3.00057,2.11872,2.63968,2.39751,-0.947063
17.670385488,-231.187,22.6875,24.7988,12.7385,-4.27053,5.91686,-1.27612,1.51029,-3.6085,-2.76254,-3.85774,-1.58255,-1.7603,1.66704,2.79973,5.86551,3.24324,2.72948,-1.47212,-0.304314,-1.19337
17.693605442,-257.642,33.8997,21.144,17.9355,-2.05054,8.61435,-1.54194,3.17944,-4.72818,-0.751611,-4.84623,-2.37562,-4.79254,2.31107,1.3632,5.5165,0.963028,2.93907,-2.43416,0.690174,-0.734783
17.716825397,-197.666,-6.76547,19.0878,21.571,4.71554,7.82671,-2.98997,1.60298,-2.5862,-3.25303,-6.34605,-4.42891,-2.14734,2.14543,4.69037,8.29622,2.34313,-0.748115,1.1308,-0.495101,-0.914064
17.740045351,-130.592,-17.3876,4.26151,10.8464,2.753,5.55936,-0.157174,0.0706622,-4.18526,-2.17239,-4.4408,-0.525468,-2.33837,-0.530702,1.83829,2.51625,2.59718,0.799302,0.115737,-2.02273,-2.10904
