Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:0za7DvMEblA6ZCOPQB17Hj,"Next 2 Me","Next 2 Me","Alt8",2024-11-14,259245,37,false,,1970-01-01T00:00:00Z,"hard techno,techno,acid techno","Alt8 Records",0.675,0.91,0,-4.63,0,0.0491,0.00288,0.687,0.0976,0.517,155.035,4
spotify:track:3zGcP713ZPe6OYGlOWYpKu,"Me, Myself & That Dancefloor","Me, Myself & That Dancefloor EP","Gaskin",2024-12-06,206278,41,false,,1970-01-01T00:00:00Z,"house","Nothing Else Matters",0.675,0.976,2,-5.768,1,0.04,0.0313,0.308,0.186,0.76,134.992,4
spotify:track:3s4WNh0WnfhwvIlrp6RTBj,"ZAAZAA","ZAAZAA","Frenna;Shallipopi",2025-05-22,156080,63,false,,1970-01-01T00:00:00Z,"afrobeats,afrobeat,afropiano,amapiano,afropop,afro adura","777 Records BV / Top Notch Music BV",0.868,0.731,11,-5.949,0,0.0793,0.0744,0.112,0.0808,0.785,117.016,4
spotify:track:7nFkuKdjETGOdIZDBL78ou,"MARADONA","PINK SUMMER","Frenna",2024-07-19,145363,0,false,,1970-01-01T00:00:00Z,"","Top Notch Music BV",0.873,0.715,6,-5.534,0,0.118,0.00498,0.000369,0.13,0.526,109.979,4
spotify:track:2MNZoKTpk2jYMIjTKihdaH,"Want My Love","Want My Love","MALUGI;WOLTERS",2025-01-17,198750,52,false,,1970-01-01T00:00:00Z,"hard house,eurodance,trance,uk garage","Columbia/Club Heart Broken",0.495,0.962,4,-4.192,0,0.0372,0.000166,0.351,0.252,0.214,144.044,4
spotify:track:7GDEIrIOGdE5AkQfuk1FA3,"I Surrender - Remix","I Surrender (Remix)","Joshua Robbie;Lange Frans",2024-12-06,213040,53,false,,1970-01-01T00:00:00Z,"hollands,nederpop","One Seven Music",0.872,0.814,11,-5.419,0,0.153,0.304,0.0147,0.0932,0.506,128.102,4
spotify:track:6IJXIYexhKZHKbYYPleAUT,"This Rhythm (feat. RAHH)","This Rhythm (feat. RAHH)","Prospa;RAHH",2024-11-08,189960,1,false,,1970-01-01T00:00:00Z,"house","CircoLoco Records",0.928,0.712,10,-5.694,0,0.0582,0.0984,0.000035,0.0995,0.667,127.006,4
spotify:track:47tS35fPyJjIHLk95OBeHc,"Dansvloerkiller","Dansvloerkiller","Broederliefde",2024-11-07,188160,50,true,,1970-01-01T00:00:00Z,"","Top Notch Music BV",0.843,0.737,1,-6.166,1,0.234,0.166,0.00000995,0.0796,0.745,125.054,4
spotify:track:0LbwAu16siBMH6jnRPM3Jc,"The One (feat. Jocelyn Brown) [Obskür Remix]","The One (feat. Jocelyn Brown) [Obskür Remix]","Chloé Caillet;Luke Alessi;Jocelyn Brown;Obskür",2025-06-13,195248,48,false,,1970-01-01T00:00:00Z,"indie dance,rally house,house","SMiiLE Records / Disorder",0.678,0.851,8,-7.367,1,0.0482,0.00268,0.654,0.0363,0.554,133.955,4
spotify:track:17yyT1a0ECahRrxTOOVndt,"NASA - NOA Remix","NASA (NOA Remix)","Frenna;NOA",2024-11-21,178000,43,false,,1970-01-01T00:00:00Z,"","Top Notch Music BV",0.751,0.914,10,-4.037,0,0.0799,0.0962,0.0046,0.134,0.393,120.011,4
spotify:track:4Xg53MegsZ6MRIbZ2kE6Eh,"Survivor’s Remorse","Survivor’s Remorse","Roddy Ricch",2024-05-31,156645,63,true,,1970-01-01T00:00:00Z,"melodic rap","Atlantic Records",0.674,0.417,5,-7.437,0,0.0623,0.184,0,0.356,0.204,135.939,4
spotify:track:25tXNghelZKdGZZVoSL9Yg,"Law Of Attraction (feat. Snoh Aalegra)","We're All Alone In This Together","Dave;Snoh Aalegra",2021-07-22,181676,47,true,,1970-01-01T00:00:00Z,"grime,uk grime,uk drill,drill,alternative r&b","Neighbourhood [GB] / Dave",0.774,0.513,0,-8.159,1,0.342,0.32,0.000105,0.0866,0.51,102.78,4
spotify:track:21kPwrdkfoolgxjiRQeGiH,"Forbidden Voices","Forbidden Voices","Odymel;Funk Tribu",2025-01-24,200166,55,false,,1970-01-01T00:00:00Z,"hard house,bounce,techno,hypertechno,trance,hard techno,eurodance,phonk","Urban",0.57,0.93,11,-3.872,0,0.0385,0.173,0.86,0.26,0.64,75.013,4
spotify:track:29RfmhkmNDnfiI8Mtiwz1E,"SHOOT TO KILL","SHOOT TO KILL","t e s t p r e s s;Franck",2024-11-29,176064,30,false,,1970-01-01T00:00:00Z,"hard house,eurodance,bounce,hypertechno,trance,hard techno,techno,acid techno,tekno","Polyamor Records",0.689,0.977,5,-5.44,0,0.0515,0.00559,0.658,0.372,0.672,154.982,4
spotify:track:2EPbupudXMt2oYC3iyl31o,"I've Arrived (with Tomike)","I've Arrived (with Tomike)","Obskür;Tomike",2024-07-26,150923,68,false,,1970-01-01T00:00:00Z,"rally house,house","Disorder",0.64,0.804,7,-8.561,1,0.0328,0.0103,0.188,0.319,0.318,131.939,4
spotify:track:6HUZoMili2b3e6X81OPIQd,"Getting Ready For The Party","slash 011 - Getting Ready For The Party","KI/KI;Storm Mollison",2025-01-08,199520,51,false,,1970-01-01T00:00:00Z,"hard house,acid techno,techno,trance","slash",0.65,0.984,8,-5.765,1,0.0546,0.0566,0.836,0.286,0.666,145.999,4
